PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	CAS	PUBCHEM	KEGG	HMDB
9	serine	Amino Acid	Glycine, Serine and Threonine Metabolism	1648	LC/MS Pos Early	503	1239	106.04987	56-45-1	5951	C00065	HMDB00187
219	serotonin	Amino Acid	Tryptophan Metabolism	2342	LC/MS Pos Early	504	2550	177.10224	153-98-0	5202	C00780	HMDB00259
326	S-methylcysteine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	39592	LC/MS Neg	100002749	880	134.02812	1187-84-4	24417		HMDB02108
327	S-methylcysteine sulfoxide	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	43378	LC/MS Pos Early	100002927	900	152.03759	6853-87-8	82142		HMDB29432
310	S-methylmethionine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	38127	LC/MS Pos Early	100002183	2555	164.07398	07/12/3493	458	C05319	HMDB38670
383	spermidine	Amino Acid	Polyamine Metabolism	485	LC/MS Pos Early	50	3355	146.16518	124-20-9	1102	C00315	HMDB01257
2244	sphinganine-1-phosphate	Lipid	Sphingolipid Metabolism	52605	LC/MS Pos Late	100001876	1431	382.27169	19794-97-9	520		HMDB01383
2261	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingolipid Metabolism	19503	LC/MS Pos Late	1538	2400	731.60615	85187-10-6;85187-10-6	6453725	C00550	HMDB01348
2268	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	Lipid	Sphingolipid Metabolism	52433	LC/MS Pos Late	100006314	2082	689.5592	121999-58-4			
2295	sphingomyelin (d17:2/16:0, d18:2/15:0)*	Lipid	Sphingolipid Metabolism	57483	LC/MS Pos Late	100015793	1837	687.54355				
2294	sphingomyelin (d18:0/18:0, d19:0/17:0)*	Lipid	Sphingolipid Metabolism	57473	LC/MS Pos Late	100009027	2362	733.6218				HMDB12087
2293	sphingomyelin (d18:0/20:0, d16:0/22:0)*	Lipid	Sphingolipid Metabolism	57476	LC/MS Pos Late	100015786	2600	761.65311				
2266	sphingomyelin (d18:1/14:0, d16:1/16:0)*	Lipid	Sphingolipid Metabolism	42463	LC/MS Pos Late	100004328	1998	675.54355		11433862		HMDB12097
2270	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	Lipid	Sphingolipid Metabolism	52615	LC/MS Pos Late	100008920	2312	717.5905	121999-64-2			
2271	sphingomyelin (d18:1/18:1, d18:2/18:0)	Lipid	Sphingolipid Metabolism	37529	LC/MS Pos Late	100002106	2167	729.5905	108392-10-5	6443882		HMDB12101
2297	sphingomyelin (d18:1/19:0, d19:1/18:0)*	Lipid	Sphingolipid Metabolism	57475	LC/MS Pos Late	100015787	2330	745.62178				
2272	sphingomyelin (d18:1/20:0, d16:1/22:0)*	Lipid	Sphingolipid Metabolism	48490	LC/MS Pos Late	100006290	2685	759.6375				HMDB12102
2273	sphingomyelin (d18:1/20:1, d18:2/20:0)*	Lipid	Sphingolipid Metabolism	48491	LC/MS Pos Late	100006292	2383	757.6218	222403-67-0			
2287	sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*	Lipid	Sphingolipid Metabolism	57481	LC/MS Pos Late	100006293	2039	755.60615				
2274	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	Lipid	Sphingolipid Metabolism	52495	LC/MS Pos Late	100009025	2793	773.65311				
2275	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	Lipid	Sphingolipid Metabolism	48493	LC/MS Pos Late	100006295	2666	785.65311				HMDB12104
2292	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	Lipid	Sphingolipid Metabolism	57477	LC/MS Pos Late	100006296	2209	783.63746				
2277	sphingomyelin (d18:1/24:1, d18:2/24:0)*	Lipid	Sphingolipid Metabolism	47153	LC/MS Pos Late	100005986	3033	813.68441	94359-13-4			HMDB12107
2291	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	Lipid	Sphingolipid Metabolism	57478	LC/MS Pos Late	100015792	3220	829.71571				
2267	sphingomyelin (d18:2/14:0, d18:1/14:1)*	Lipid	Sphingolipid Metabolism	47154	LC/MS Pos Late	100005985	1860	673.5279				
2269	sphingomyelin (d18:2/16:0, d18:1/16:1)*	Lipid	Sphingolipid Metabolism	42459	LC/MS Pos Late	100004329	2002	701.5592				
2296	sphingomyelin (d18:2/18:1)*	Lipid	Sphingolipid Metabolism	57474	LC/MS Pos Late	100015788	1904	727.57485				
2286	sphingomyelin (d18:2/21:0, d16:2/23:0)*	Lipid	Sphingolipid Metabolism	57480	LC/MS Pos Late	100015790	2330	771.63748				
2276	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	Lipid	Sphingolipid Metabolism	52435	LC/MS Pos Late	100008956	2845	799.66868				
2285	sphingomyelin (d18:2/23:1)*	Lipid	Sphingolipid Metabolism	57482	LC/MS Pos Late	100015791	2315	797.65308				
2278	sphingomyelin (d18:2/24:1, d18:1/24:2)*	Lipid	Sphingolipid Metabolism	52437	LC/MS Pos Late	100008957	2635	811.66868				
2288	sphingomyelin (d18:2/24:2)*	Lipid	Sphingolipid Metabolism	57479	LC/MS Pos Late	100015789	2215	809.65308				
2282	sphingosine 1-phosphate	Lipid	Sphingolipid Metabolism	34445	LC/MS Pos Late	100000626	1375	380.25604	26993-30-6	5283560	C06124	HMDB00277
3875	stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos Early	100001296	1440	144.10191	4136-37-2	115244	C10172	HMDB04827
1114	stearate (18:0)	Lipid	Long Chain Fatty Acid	1358	LC/MS Neg	439	5872	283.26425	57-11-4	5281	C01530	HMDB00827
1146	stearidonate (18:4n3)	Lipid	Polyunsaturated Fatty Acid (n3 and n6)	33969	LC/MS Neg	100001229	5395	275.20165	111174-40-4	5312508	C16300	HMDB06547
1540	stearoyl ethanolamide	Lipid	Endocannabinoid	38625	LC/MS Pos Late	100002254	1787	328.32101	111-57-9	27902		HMDB13078
1342	stearoylcarnitine (C18)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	34409	LC/MS Pos Late	100001391	1485	428.37344	18822-91-8	6426855		HMDB00848
1389	stearoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57464	LC/MS Pos Late	100015759	1520	370.36797				
1246	suberate (octanedioate)	Lipid	Fatty Acid, Dicarboxylate	15730	LC/MS Polar	100000016	2577.6	173.08193	505-48-6	10457	C08278	HMDB00893
1348	suberoylcarnitine (C8-DC)	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	52990	LC/MS Pos Early	100006627	2964	318.19112				
1063	succinate	Energy	TCA Cycle	1437	LC/MS Polar	252	3149	117.01933	110-15-6	1110	C00042	HMDB00254
4488	succinimide	Xenobiotics	Chemical	41888	LC/MS Polar	100003696	2155	116.03532	123-56-8	11439	C07273	
1062	succinylcarnitine (C4-DC)	Energy	TCA Cycle	37058	LC/MS Pos Early	100001948	2291	262.12852	256928-74-2	71464481		HMDB61717
3610	sucralose	Xenobiotics	Food Component/Plant	36649	LC/MS Neg	100001789	3140	395.00727	56038-13-2	71485	C12285	HMDB31554
957	sucrose	Carbohydrate	Disaccharides and Oligosaccharides	1519	LC/MS Polar	935	3092	387.11442	57-50-1	5988	C00089	HMDB00258
4314	sulfamethoxazole	Xenobiotics	Drug	53240	LC/MS Neg	100009327	1941	252.04483		5329	D00285,C07315,D00447	HMDB15150
4384	sulfate*	Xenobiotics	Chemical	46960	LC/MS Neg	100002528	616	96.9601	14808-79-8	1118	C00059	HMDB01448
3882	tartarate	Xenobiotics	Food Component/Plant	15336	LC/MS Neg	100000295	615.3	149.00916	87-69-4;6106-24-7	444305	C00898	HMDB00956
3996	tartronate (hydroxymalonate)	Xenobiotics	Bacterial/Fungal	20693	LC/MS Neg	100000840	610	118.99859	80-69-3	45	C02287	HMDB35227
336	taurine	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	2125	LC/MS Pos Early	512	660	126.02195	107-35-7	1123	C00245	HMDB00251
2583	tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	33983	LC/MS Neg	100001250	4774	514.28439	25696-60-0	168408		HMDB00932
2579	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629	5250	498.28948	6009-98-9	387316	C05465	HMDB00951
2576	taurocholate	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648	5150	514.28439	145-42-6	6675	C05122	HMDB00036
2623	taurocholenate sulfate	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990	4750	279.61422				
2594	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668	5257.4	498.28948	207737-97-1	2733768	C05463	HMDB00896
2601	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658	5026.7	280.62205	64936-83-0	440071	C03642	HMDB02580
2606	tauroursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	39378	LC/MS Neg	100002912	5025	498.28948	14605-22-2	9848818		HMDB00874
1254	tetradecanedioate	Lipid	Fatty Acid, Dicarboxylate	35669	LC/MS Neg	100001613	4000	257.17583	821-38-5	13185		HMDB00872
3883	theanine	Xenobiotics	Food Component/Plant	22206	LC/MS Pos Early	100000784	2180	175.10772	3081-61-6	439378	C01047	HMDB34365
3545	theobromine	Xenobiotics	Xanthine Metabolism	18392	LC/MS Pos Early	100000445	1600	181.07201	83-67-0	5429	C07480	HMDB02825
3546	theophylline	Xenobiotics	Xanthine Metabolism	18394	LC/MS Neg	100000437	2356.9	179.05745	58-55-9	2153	C07130	HMDB01889
4522	thioproline	Xenobiotics	Chemical	53231	LC/MS Pos Early	100009232	1250	134.02703	34592-47-4	93176		
3385	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022	2384	135.02989	70753-61-6	151152	C01620	HMDB00943
16	threonine	Amino Acid	Glycine, Serine and Threonine Metabolism	1284	LC/MS Pos Early	564	1514	120.06552	72-19-5	6288	C00188	HMDB00167
741	threonylphenylalanine	Peptide	Dipeptide	31530	LC/MS Neg	100001125	2322	265.11938	16875-27-7	4099799		HMDB29068
3885	thymol sulfate	Xenobiotics	Food Component/Plant	36095	LC/MS Neg	100001757	4410	229.054	89-83-8		C09908	HMDB01878
191	thyroxine	Amino Acid	Tyrosine Metabolism	2761	LC/MS Neg	1094	4808	775.67944	51-48-9	5819	C01829	HMDB01918
285	tigloylglycine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1598	LC/MS Pos Early	1161	1926	158.08117	35842-45-6	6441567		HMDB00959
284	tiglylcarnitine (C5:1-DC)	Amino Acid	Leucine, Isoleucine and Valine Metabolism	35428	LC/MS Pos Early	100001597	2962	244.15434	64191-86-2	22833596		HMDB02366
4254	topiramate	Xenobiotics	Drug	2772	LC/MS Neg	1388	4021	338.09151	97240-79-4	5284627	C07502	HMDB05034
69	trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Pos Early	537	2285	139.05021	104-98-3	736715	C00785	HMDB00301
4255	trazadone	Xenobiotics	Drug	57691	LC/MS Pos Early	100015783	3498	372.15857	19794-93-5	5533	C07156,D08626	HMDB14794
2263	tricosanoyl sphingomyelin (d18:1/23:0)*	Lipid	Sphingolipid Metabolism	52436	LC/MS Pos Late	100008955	3200	801.68441				HMDB12105
3362	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos Early	100001092	1388	138.05496	535-83-1	5570	C01004	HMDB00875
1604	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	40406	LC/MS Pos Early	100003397	2100	76.07569	1184-78-7	1145	C01104	HMDB00925
195	tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos Early	565	2986	205.09716	73-22-3	6305	C00078	HMDB00929
204	tryptophan betaine 	Amino Acid	Tryptophan Metabolism	37097	LC/MS Pos Early	100001743	2673	247.14411	20671-76-5	442106	C09213	HMDB61115
174	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	48408	LC/MS Neg	100006092	1565	216.0336	30223-92-8	153005		HMDB06409
123	tyrosine	Amino Acid	Tyrosine Metabolism	1299	LC/MS Pos Early	815	2430	182.08117	60-18-4	6057	C00082	HMDB00158
767	tyrosylglycine	Peptide	Dipeptide	41375	LC/MS Neg	100003598	1635	237.08808	673-05-5	259323		HMDB29105
3928	umbelliferone sulfate	Xenobiotics	Food Component/Plant	48674	LC/MS Neg	100006282	2442.8	240.98123	69526-88-1	129659		
1251	undecanedioate	Lipid	Fatty Acid, Dicarboxylate	42395	LC/MS Neg	100001617	2440	215.12888	1852-04-6	15816		HMDB00888
1099	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	12067	LC/MS Neg	889	5219.2	185.1547	334-48-5	8180	C17715	HMDB00947
3287	uracil	Nucleotide	Pyrimidine Metabolism, Uracil containing	605	LC/MS Polar	825	1089.7	111.02	66-22-8	1174	C00106	HMDB00300
3207	urate	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	1604	LC/MS Neg	1134	757.1	167.02106	69-93-2;120K5305	1175	C00366	HMDB00289
345	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	LC/MS Pos Early	533	700	121.07201	57-13-6	1176	C00086	HMDB00294
3286	uridine	Nucleotide	Pyrimidine Metabolism, Uracil containing	606	LC/MS Neg	535	1457.6	243.06226	58-96-8	6029	C00299	HMDB00296
2603	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135	5055	391.28538	128-13-2	31401	C07880	HMDB00946
2629	ursodeoxycholate sulfate (1)	Lipid	Secondary Bile Acid Metabolism	52970	LC/MS Neg	100009261	4328	235.11746				
1093	valerate	Lipid	Short Chain Fatty Acid	33443	LC/MS Neg	1136	1718	101.0608	109-52-4	7991	C00803	HMDB00892
296	valine	Amino Acid	Leucine, Isoleucine and Valine Metabolism	1649	LC/MS Pos Early	566	2479	118.08626	72-18-4	6287	C00183	HMDB00883
4058	2-propylpentanoate (valproate)	Xenobiotics	Drug	22290	LC/MS Neg	100000779	3885.6	143.10775	99-66-1	3121	C07185	HMDB01877
782	valylglutamine	Peptide	Dipeptide	42079	LC/MS Pos Early	100003640	2295	246.14484	42854-54-6	5253209		HMDB29125
783	valylglycine	Peptide	Dipeptide	40475	LC/MS Neg	100003641	1506	173.09316	686-43-1	136487		HMDB29127
148	vanillactate	Amino Acid	Tyrosine Metabolism	54910	LC/MS Neg	100006129	1625	211.06119	2475-56-1	160637		HMDB00913
3649	vanillate	Xenobiotics	Food Component/Plant	35639	LC/MS Neg	100001634	1100	167.03498	121-34-6	8468	C06672	HMDB00484
176	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	48733	LC/MS Neg	100006125	1808	233.01253	754920-02-0			
149	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	1567	LC/MS Neg	1111	941	197.04555	55-10-7	1245	C05584	HMDB00291
3199	xanthine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	3147	LC/MS Polar	1004	2023	151.02615	69-89-6	1188	C00385	HMDB00292
3201	xanthosine	Nucleotide	Purine Metabolism, (Hypo)Xanthine/Inosine containing	15136	LC/MS Neg	100000299	1075	283.0684	146-80-5	64959	C01762	HMDB00299
216	xanthurenate	Amino Acid	Tryptophan Metabolism	15679	LC/MS Neg	100000015	1476	204.03023	59-007	5699	C02470	HMDB00881
1372	ximenoylcarnitine (C26:1)*	Lipid	Fatty Acid Metabolism(Acyl Carnitine)	57517	LC/MS Pos Late	100015836	1607	538.48299				
906	xylose	Carbohydrate	Pentose Metabolism	15581	LC/MS Polar	826	1727	195.05103	609-06-3	135191	C00181	HMDB00098
